,id,note
47,2069631,Strong herbal notes to start then flushing out with hints of plum and mineral deposits in the finish.
48,1744679,A vivid dark violet from Douro with a nose on cherries and berries. The palate has volume and solid but non aggressive tannins. A pleasant surprise in this less known wine.
49,1744679,"Deepest evil purple - lots of long, stringy legs - tight hints of grape in the nose - big in the mouth - wild dark berries - nice rough edges - a bit of a bruiser, but an honest, easy, and pleasant drink - reasonable finish - good value. 4 hour decant. 14.5%. Touriga Nacional, Touriga Franca, Tinta Roriz"
50,1744679,"Ripe fruit, subtle hints of balsamics. Elegant. Maybe the finish is some short"
51,1744679,"Strong, fruity, have a vanilla taste"
52,1744679,In relation to the price...excellent!!
53,1744679,"Fruity in the mouth, completly empty of flavors in the end. Didn't like it."
54,1744679,"drank with monkfish rice & it was a really good combination. well balanced with the right amount of wood in, full-bodied."
55,1744679,Perfect body for holiday dinner table
56,1744679,I'm in Portugal and this wine rules
57,1744679,"Great wine!  Clear on the nose and mouth , light and easy to drink w/ an outstanding flavour"
58,1744679,"Well balanced wood, good!"
59,1744679,"@ PORTUGAL VACATIONS - 2018 - In this cozy restaurant in Ovar center I tasted this very interesting daily wine from “Tras os Montes” region. Limpid and intense red color. Nose marked by fresh red fruits as strawberries and blackberries, rounded up by vanilla and spices. In mouth, good body with powerfull tannins well integrated in the ellegant fruity flavors. Good lasting with exciting aftertaste. Paired well with my codfish migas lunch. Cheers! "
60,1744679,Repeating and keeping the same note....
61,1744679,Great blend of Portuguese wine. Great purple fruit and floral but yet nice and light. Would definitely recommend this. 
62,1744679,Smooth and nice red fruits
63,1894092,Quite surprised by this one. I bought this nice red at a simple supermarket at gorgeous Castelo de Vide. Full body though still fruity with a nice bouquet. Smooth and enjoyable. 
64,1894092,Fruity very enjoyable wine we enjoyed with veal and padron peppers.  Easy to drink once it aerated for a bit
65,1894092,"Achei o nome diferente, mas aí lembrei da banda, belo vinho.  Different name, came from the rock band, nice wine."
66,1894092,"Fruity, medium to heavy body with a round finish. Cherry and other berries. A finish quite unlike other Alentejo wines."
67,1894092,"Nice wine! Red fruits, blueberries, nice acidity and concentration. Go Xutos!"
68,1894092,"So finally the celebrity wines have found its way to Portugal! this is itself a very good music group that this wine carries it’s name from- unfortunately despite the interesting grape mixture you can’t say the same about the wine... A little bit too short, alcohol in front of the mouth at 13.5% - it is a little flat despite what seems to be proper work in the vineyard."
69,1894092,"Great berry fruited flavours, dense and enjoyable. Not bad for that price! True alentejo but smoothe"
70,1894092,"An interesting a drinkable wine. Medium in body, leggy, a lot of sweet dark fruit, very tannic.  Smells like port."
71,1894092,Great taste with a smooth 
72,1894092,a rock band tribute!
73,1894092,Surpresa “Rock & Roll” wining
74,1894092,"2011 fabuloso, a meu ver.  🍷 © Jota Ene photo 🍷 "
75,1894092,Red fruits with too much black pepper.Lacking balance.Too simple maybe too old
76,1894092,"Good flavors, great price."
77,1197707,"Great value, very tasty. Intermarche. Buy again."
78,1197707,"🇵🇹 bom vinho alentejano. Um verdadeiro Pias. Feito com Aragonez, Alicante Bouschet, Touriga Franca e Petit Verdot.  Este foi um dos vinhos que deu fama à região de Pias. Garrafa 16692 de 17438. Precisa bastante tempo para abrir.  🇬🇧 Good wine from Alentejo. A real wine from Pias. Made with Aragonez, Alicante Bouschet, Touriga Franca and Petit Verdot. This os one of the wines that made the Pias region famous. Bottle 16692 of 17438. Needs a long time to breathe."
79,1197707,"Wood in aroma, like appasimento"
80,1197707,"Fruity, with hints of plum and red fruits. Extremely sweet, and therefore it needed to integrate a little more acidity. The worst part is that the wine is already past its prime. If you have it stored,  drink it now."
81,1197707,A random holiday purchase from a supermarket in Portugal. Lovely smooth slightly smokey hit with a decent finish. Not sure on price I think it was about €8 - something of a bargain for s quaffing BBQ wine 
82,1197707,"Very nice smokey wine, it has great consistency dry hints , equal , strong but not overpowering tannins , very aromatic .... And nicely balanced .... A great wine for cheeses , will be buying more !!! "
83,1197707,"🇵🇹 Cloração rubi intenso, aroma a fruta vermelha madura, ameixa, cereja com ligeiro toque de chocolate e madeira, paladar com estrutura média, macio e equilibrado, acidez e taninos vivos, final médio longo.  🇬🇧 Intense ruby ​​chlorination, aroma of ripe red fruit, plum, cherry with a slight hint of chocolate and wood, palate with medium structure, soft and balanced, acidity and live tannins, medium long finish."
84,1197707,"powerfull Alentejo wine, great year. tasted again in 2016 and it lost some of its charm. However still very interesting. Still smooth and mellow"
85,1197707,"Amazing Alentejo wine. Wonderful structure, complexity and body. A must."
86,1197707,"Oak taste with this wine, great and smooth "
87,1197707,Drank this on a park bench out of a plastic beaker- lovely vanilla notes
88,1197707,"Violet aroma, full bodied, smooth, deep ruby colour."
89,1504338,"Finally a big gun comes out after so many other wines.. What a beauty! 👀Deep ruby in colour 👃Pronounced nose of blackberry, plum and black cherry with beautifully intertwined oaky vanilla with touches of raisin some crushed gravel 👄Pronounced on the palate with black fruit and sour cherry with some earthy minerality and big spice to a looooong finish. Luxurious and rich with big grumpy tannins and high acidity! 8 years young requiring another 15 at least! What a beast! 4.3🌟 and only getting better "
90,1504338,"Black berries, chocolate. Sensation!"
91,1504338,"Heavy and ok nose for a Portugese Duoro, but little nuance and complexity"
92,1504338,"Next is this super bold, very dry northern red, hints of oak and dark forest fruit "
93,1504338,Excelent for small pigs !!!
94,1504338,"Madeira, cafe, chocolate e baunilha"
95,1504338,"Very good this 2009 Limited Edition 4 dezasseis,this red wine is not a bit shy!It showed its might from the beginning with a tremendously deep garnet,almost opaque color.Lovely nose,a wine I can smell the whole day,notes of red ripe fruit,anise and licorice,slight white flower and wet earth.Full body with firm but polished tannins and good acid sting.A palate marked by quality fruit well integrated with wood,balsamic and menthol,spicy and jammy.The end is long marked by pleasant lingering acidity."
96,1504338,"Super good red from Barrida. Touriga National and Touriga Franca. Full bodied, chocolate, red fruit. A beautiful blend of fruit, acid, tannin. One of the best Portuguese red I ever tried(and I tried many😜). "
97,1504338,Wine Meeting Bacozon 30/05/2019
98,1504338,"Waw, this is it, all you expect from a great wine, after de anting a very soft start, chocolate and spices, ripe red fruit but incredible finish!"
99,1504338,uau last bottle from the 3 I bought. ....really good. nice body and good end fresh and aromatic
100,1504338,"Bottle 1378 of 4800.... pretty good. Starting to get into Beiras wine, will return with fuller review."
101,1504338,"Great bairrada from this small Quinta do Ortigão, very good and persistent nose, great tears, very velvet and balanced wine, the best I have ever had. Soft red berries, plums and light chocolate and very soft tannins. Do try because price quality is top "
102,1504338,A powerfull wine. Open and let it breathe for 20 minutes!
103,8348940,"Shiny yellow. Aged in oak barrels for 3 months. Straw, citrus and yellow garden fruits nose. Vegetal palate with dominating lemon taste. Smooth, balanced, hint of minerality, bitter finish. I expected more for a reserva, I’m either not in the mood or the wine is average 😉🥂"
104,6349654,"Dark garnet color. Proper and black currant. Fresh due to acidity. Too much presence of tannins for Syrah, in my opinion. "
105,6349654,"Great wine, fruity, and cheap! I tried in Lisbon, at a wine festival in the streets! "
106,6349654,"Medium body, fresh and slightly spicy end. Not overly complex, but good drink ability. One of the best wines in this price range I’ve ever had. "
107,6349654,"Okay red, not too impressionable."
108,6349654,"Wines of Portugal, June 10 - wine fair - quick notes - simple, high acidity."
109,6349654,Above average for price range. 
110,6349654,"Advantages: very good value, very affordable in my region. Complex fruity nose with blackberry and blueberry, heaps of smoke, tobacco, licorice, allspice, with a palate of salinity, like salty, rocky, smoky, tannin. Definitely bites, and could use some age. I wasn’t as much of a fan as some others, I thought the body was medium and the finish was medium, which for a warm climate Portuguese Syrah, I thought would be stronger. Well balanced overall and nice flavors for a good price point. Not a standout."
111,5264080,The best wine all of the world
112,5264080,"Drank at the quinta de maria izabel this special 12 months oak that had malolactic fermentation yellow ripe apple in nose, the fire and toast of the wood, well balanced still some freshness, lac, anis...minerals and fine saltiness in aftertaste. Just beautiful..first 5-rating in a year"
113,5264080,"Excelent wine from Douro - great producer!  This is a blend of Portuguese grapes, very well balanced, perfect acidity, Appel and citric.  A most try!  Cheers "
114,5264080,Perfect balanced fruity white wine!
115,5264080,"Second time around for this one everything in the previous review still stands-maybe an additional remark is how effortless the style is - completely natural, but still with all the trimmings off true terroir 🙏🏻 Dirk N."
116,5264080,One of the best Douro whites! Incredible smell and exquisite taste 
117,5264080,"QUAY WINE BAR RIBEIRA PORTO. WHITE WINE TASTING.  Nose intense and elegant same time, floral and mineral notes, fruity, young but complex, fresh and smooth finish.  QUAY WINE BAR RiBEIRA PORTO. DEGUSTAÇÃO DE BRANCOS.  Nariz ntenso e elegante ao mesmo tempo, notas florais e minerais, jovem mas complexo, final suave e fresco."
118,5264080,Heavy bouquet elegant and flowery niv
119,5264080,minerals apple citrus zest 
120,5264080,Amazing! Revisited / same note 
121,5264080,Love this wine. Absolutely fantastic. 
122,5264080,"Tasted as primeur, to be released in 2020"
123,5264080,Oh wow. Must try. 
124,5264080,Just fantastic ! 
125,1621251,"Don’t get scared by the real red lemonade color, it is a very enjoyable rose, a bit more body then your average Provence, but that makes it a nice combi with an entree. "
126,1621251,Not bad with lunch on a hot day on the beach - plenty of fruit and maybe not as light as Provence rosé but very drinkable all the same . Good value .
127,1621251,Great with salmon
128,1621251,"Dark in colour, sweet in fruit. Strawberry raspberry ripe peach "
129,1621251,"Dry, hints of white peach, almond bitters soft acidity "
130,1621251,Aromatico e seco...um best value for money!
131,1621251,"Rosé from Alentejo! Review Nr 200!   Grape; Aragonez ( =Tempranillo)  5 month fermentation by 11 degrees  Aromas of raspberry, strawberry, redcurrant, compote and red cherries.  On the palate medium dry, fresh and well  balanced. Medium long final "
132,1621251,"Dark rose wine. Bit of lime, bit of cherry. Lacks some complexity. Balance is ok. Finish okayish"
133,1621251,Strawberries on mass . Smooth delish
134,1621251,Bitter and a bit tangy for my preferred taste. But light and refreshing. 3.6-3.7
135,1621251,"Dark cherry with sweet flavors, wonderful colors"
136,1621251,Good for everyday drinking. Fruity and flavoursome.
137,1621251,Very drinkable with Italian food.
138,1621251,Nice wine provided at the villa when we arrived
139,80415,"very good. very very good. i did not know i could enjoy port this much. Freshness, fleshy, ripe, leather-y, tobacco, dried fruits. "
140,80415,"Cherry, toffee, creme brulee, dark and red fruit, spices and wood. Very pleasent even though it's a baby still!  Raisin, fig, prune, vanilla, wood, caramel, ripe dark cherry and minerality. Really balanced and elegant. Very very good! Fantastic complex finish with incredible vibrant nerve and balance. This will become nectar of gods in 15 years but already irresistable now! 97"
141,80415,"Happy Christmas Eve🎅 Cork removed in 2 pieces but no sieve required. Plenty of crud in the bottle but decanted without problem. Dark ruby red with browning at the rim. Intense nose of leather, plum, cherry, raisins, prunes, dried figs & tobacco. Medium+ body with very good acidity. On the palate prunes, raisins  & other dried fruits with some Xmas spice & a long, lingering warm finish. From half bottle. Another yummy auction bargain. 4.3⭐  "
142,80415,Deep black color. Carmelized sugar nose. Marzipan up front. Syrupy mouth feel. Dark chocolate and cake batter on the finish.
143,80415,Powerful and juicy. Showing great caracther and delicious integration. Still quite full of potential but drinking very well
144,80415,"Still vital, fruity and fresh tasting after nearly 4 decades. Cherry, cedar, lingering finish. Fantastic!!"
145,80415,"Smoothe, leather and sweet berries. Smooth, smooth and smooth!"
146,80415,"Unbelievable... Cherry, plum, moon grape sweetness, caramel chocolate is dead match. Still going strong... Even fig stands up to this"
147,80415,"Still young. Sweet chocolate, cherries,, mint"
148,80415,"Wild for a port that's almost 40 years old! Plum, curry, tea leaves, dried lavender, white pepper, annatto, raw sugar, and bamboo. Stands up quite nicely."
149,80415,"A treat. Figgy, syrupy and unctuous. But there’s still an acidity that lightens the whole deal. 40 years and more old - luckily the cheese - Picos blue, Stilton, Cotherstone, and Mont d’Or, none of it approaching the same age, all helped it across the road. "
150,80415,A cloudy mahogany Port with fruit cake and nuts in the nose. It is supple and chewy with flavor and a good balance.
151,80415, raisin chocolate blackberry
152,80415,"Still tasting fresh, like a wine half its age. Great depth and finish"
153,80415,"Fantastic! Very smooth with notes of BlackBerry,Chocolate, and Caramel. Bought this bottle in the 90's, and opened it this Thanksgiving. Wish I had bought more of it. "
154,1636879,"Deep ruby, slow tears. Sour cherry, tea, dried herbs in nose. Medium   tannins, sweet, honey, herbs, ripe berries, light carmel. Medium   finish."
155,1636879,A very easy-drinking port. Fruit forward with a pleasant but not cloying sweetness and a smooth finish. A perfect match with dark chocolate! #365daysofvino
156,1636879,"Potpourri of red fruits, orange liquor, going to nutmeg, clove, black olive, granite and mint. Acidity is high, tannins rather low. Qualiy producer, not the best vintage."
157,1636879,"Blackberry and cloves on the nose. Warm mouthfeel that splits from fruit to spice. Very enjoyable. Flavors of blackberry, cassis jam, prunes, clove, mace, and truffles. Finish also starts fruit forward with blackberry and prunes and then extends with cooking spice, iron, and truffles."
158,1636879,"coffee, caramel, toffee, chocolate, hazelnuts, figs, baked fruits, butterscotch.  paired well with chocolate.  clear pale tawny. no further aromatics and palate component notes. can drink now but has the potential further ageing.  verdict: #haveabottle #dowrs _____ 📍@wineintuition 🥂 WSET 3 Week 8 #27082018"
159,1636879,Dark purple. Bright. Dust. Violet. Cherry. Intense. Violets and floral. Still lots of tannins. 1/2 bottle makes it easier.
160,1636879,"of course too young, but already drinkable"
161,1636879,Not an expert in Porto's but good value with very delicate smell and no off flavor
162,1636879,Cherries and cloves with added notes of chocolate and licorice. Raisins hang in here as well. Very good.
163,1636879,None. High quality lbv. But in comparison with others nothing special.
164,1636879,"Kersen, peper, laurier; drink now; do not store; somewhat disappointing "
165,1636879,"I love port. This one smells like cherry and cloves with some liquorice thrown in there. Med body, med acid and quite easy to drink"
166,1636879,The most expensive portwine ever 15.000.000 mill NOK from Denis Savrasov !!
167,1636879,"a good Porto, but far away from sprcial impressions"
168,1636879,From Portugal.  Yes. One of a kind.
169,76378,"Oui, oui,  Oui!!! J'adore le porto!  Almost like chochlate infused caramel, hints of tobacco and dries fruits... fiques, abricot and raisins! So good! "
170,76378,"4.5 92p. Nice and complex bouquet with dried apricots, honey, nuts, cherry sauce and oak. Really nice palate with complex notes of dried fruit and oak on a well balanced acidty and a honyed sweetness.  Choose 1966, 1985 or 2006, if you want to optimize QPR.  11-"
171,76378,"A real good port, with taste of raisin, plum brown sugar, and vanilla. Long plesant finish."
172,76378,I loved this tawny. All what you love from a tawny but still some lively acid freshness. Yummy!
173,76378,"1987, god Philipson wine 800.-/12 fl 300,-"
174,76378,"Sweet fruit and nuts, had this on a standalone basis and loved it!"
175,76378,Really nice port. Look forward the evening to drink this more 
176,76378,"90 Aroma had overripe and candied cherries, raisins, overripe plums, oak and vanilla. Over the palate came overripe cherries, raisins, candied cherries, oak, vanilla and prunes. Medium acidity and sweet."
177,76378,"Light amber in colour. Tobacco box, dates, figs, and sweet biscuit in the aroma. Flavour of tobacco, dates, sweet cherry, coffee notes, and chocolate. 90."
178,76378,If you want excellent Colheita Port - you can always count on Burmester to deliver 👌🏻
179,76378,31 years old port = great expectations 😋 however this did not quite live up to these expectations. Very light brownish color. In the nose nuts and sweet fruits - same goes for the palate. But it seemed to be a bit thin in every way. Don’t get me wrong this is a very yummy port - but I expected a bigger and more memorable experience.
180,76378,"Not sure what has happened to this one, but it’s like the power has disappeared. It’s almost hollow"
181,76378,Not convinced about the quality of Burmester
182,76378,Amazing. Taste of mild honeyed port wine. The best one I've ever tried.
183,76378,"Beautiful dark orange-brown color with reddish hints. Brilliant clarity.  The aroma is acidiously fresh and vibrant with notes of orange peel, kumquats, raisins, prunes and brown sugar.  The alcohol is a little intrusive right after opening - with a vauge turpentine note. Tastes great with juicy-sour, ripe fruit and sweet, fatty caramel. Long aftertaste. Yum! "
184,1135751,"Very good entry level vintage Port. Prune, blackberry jam, walnut, caramel. Excellent pairing with Stilton blue cheese and with 75% dark chocolate. 😍"
185,1135751,"First experience with a VP, and it's a great experience! Deep dark red color, lots of fruits and power.. Great wine now, but you can easily taste the potential of this wine also!"
186,1135751,"Like a good rich MF filling Amarone... O Is it a Port, nice any way!"
187,1135751,"A blend of Touriga Nacional, Touriga Franca, Tinta Roriz and Sousão from Porto, Portugal. Blackberry, plum, dried apricot, raisin, blueberry, cinnamon, vanilla, caramel, coffee. Very Long aftertaste. Fruit-driven, rich, nutty, creamy and aromatic. Nice Port."
188,1135751,Supposed to be one of the best vintage of the decade but this bottle was off oxidized and corked notes #portwineday #winelover
189,1135751,Great porto. 20 percent of alcho ! Grapes from the Cima Corgo in the Duro Valley. Two year in the oak casks. Intense aroma os red plums. 
190,1135751,"2008 vintage. Surprise, ready to drink. Got it with peber steak."
191,1135751,"Delightful, but still a baby!"
192,1135751,Good try for a Nice Wine. Can be stored for Many years. 
193,1135751,Amazing value. Bought it ages ago for nothing and it is a stunner. Light brown colour like liquid caramel. Nose is all nuts and intensity. Really increasing your expectations. 
194,1135751,"Red fruit, cinnamon, mint, black pepper. Not perfectly balanced but pleasant and quite complex: 4"
195,1135751,"Dark ripe cherry, plums, vanilla, forest floor, smokey notes. Very lovely aromatics.  Red berries, plum/cherry, wood, vanilla, tødry, tart finish. Deep wine not too complex but nice challenging nuances nevertheless.  Nutty notes. 91+"
196,1135751,"93/100 From the 2016 Port Vintage declaration tasting. Red fruit, raspberry, pepper, and firm tannins. This isn't as accessible as others in the vintage but it is nicely structured and has a long life ahead of it. "
197,1135751,"A lovely port. Very fruity, very sweet, with tastes of dark cherries, with a long aftertaste. It has developed a lot since the last time I tasted it, and to the better "
198,1135751,Eye: Vintage red with a brown touch. Nose: Classic vintage honey. Mouth: Fine sweetness with a round end.  A fair bottle.
199,1135751,Great Port wine! Perfect match for well-made desserts.
200,1135751,"Vanilla, wood, black cherry, blackberry. A hint of tertiary notes like fig and caramel.   Lovely dark fruit, black fresh cherry, plenty of tannin, vanilla, wood, a hint of caramel and fig. Fresh finish, lots of  black ripe fruit, wood and vanilla. Lovely! 91"
201,1135751,Nice port. Not quite as powerful as expected.
202,1135751,Balsamico taste. Not pleasent. Not sure if faulty. 79 points
203,1135751,Great porto. 20 percent of alcho ! Grapes from the Cima Corgo in the Duro Valley. Two year in the oak casks. Intense aroma os red plums. 
204,1135751,"A lovely port. Very fruity, very sweet, with tastes of dark cherries, with a long aftertaste. It has developed a lot since the last time I tasted it, and to the better "
205,1135751,Eye: Vintage red with a brown touch. Nose: Classic vintage honey. Mouth: Fine sweetness with a round end.  A fair bottle.
206,1135751,Very  nice. Value for the money. Happy to have some more in the cellar. Dark and very good rich taste .
207,1135751,Supposed to be one of the best vintage of the decade but this bottle was off oxidized and corked notes #portwineday #winelover
208,1135751,"Very good entry level vintage Port. Prune, blackberry jam, walnut, caramel. Excellent pairing with Stilton blue cheese and with 75% dark chocolate. 😍"
209,1135751,Amazing value. Bought it ages ago for nothing and it is a stunner. Light brown colour like liquid caramel. Nose is all nuts and intensity. Really increasing your expectations. 
210,1135751,Nothing spectacular comparing to other '97 vintage ports but pleasant loaded with forrest fruit and still some edgy tannins in a positive sense.
211,1135751,Early start to test the Ris A La Mande. Perfect fine tannin and acidity to balance The sweetness
212,1135751,Perfect to drink now
213,1135751,"Good port. Goes well with sweet dessert, a bit on the sweet side by itself. Good blackberry and cherry. "
214,1155199,"Bottled 1985. Quite developed nose with hints of dried violets, dried apricots, wet forest floor, prunes and plums. Medium + acidity and medium tannins rather well balanced and full bodied. Tobacco, acacia honey, stewed blackberries, blueberry marmalade and chewy liquorice caramel.  Very different but very good. "
215,1155199,"Lack acidity, acetone and candied peel. 83 points"
216,1155199,Excellent portwine with very silky taste.
217,1155199,Be careful with temperature. It is most tasty at 16. At higher temperatures is starts to be much worse. 
218,1155199,87 pts garnet red delicious dried fruits very concentrated in the mouth alcohol a bit to dominant probably a bit to old??
219,1155199,"Life’s short and the number of surprises poping here and there is fairly limited. Why not enjoy every of them, at the fullest."
220,1155199, brown sugar red fruit vanilla
221,1155199,Everything but plum!
222,1155199,Very nice port. Nose of nuts and prune. Full body of raisins and brown sugar.
223,1155199,Grape. Wine. Balsamic. Graze. Strawberry/ Grape. Red fruit. High tannins
224,1155199,20 year old Vintage Port and Stilton on Christmas day. Wonderful.
225,1155199,"Sweet, fruity. Has raisins both in the smell and taste. It’s nice company for chocolate."
226,1155199,"Understand now the value of well evolved Porto. Totally different from anything this century, clear and strong. Pure. Buy this if you find it somewhere..."
227,1155199,"Incredible Port. 2011 was reportedly an outstanding year for Port so I had high expectations.  The nose is a bomb of flavours, hints of dried fruit like prunes, raisins, dried fig. Also notes of plum and dark fruit. "
228,1155199,Some of the best I have had 🍷
229,76390,Typical port but a little less syrupy than I would have expected.  Cork breaking into the bottle didn’t help
230,76390,Excelente vinho do Porto!!! Viva Portugal!!
231,76390,"Interesting notes of violet, cherry, mushrooms, forest, nuts."
232,76390,"Great taste, but it could last longer.. Okay color also.."
233,76390,light and mild. should probably not be very many more years in the cellar 2015 very good
234,76390,"Very nice port, with a lot of floral and fruit flavours.."
235,76390,"Still good, red colour. Very subtle nose of decaying berries, pepper and mint. Quite sweet with very good acidity and nice tannic reserve. For a so-so house this is a surprisingly good effort in a difficult year. 92p"
236,76390,"Multi grape port wine from older vintage and still at decent price and with rich notes of cherries, chocolate and oak - and with an interesting “cheesy” hint (kind of sweet cheese). Good acidity and nice, nice."
237,76390,Nice glas of tasty and balanced Wine bringing back memories of an good old friend 
238,76390,Very nice as a chilled aperitief
239,76390,"Caramel, dried fruit and fig. Deep ruby color. Balanced. Medium sweet. Long finish"
240,76390,"Still good, drunk July 2016."
241,76390,"Well balace between fruit and acid. And tanics. Raissin, tobacco and chocolate and hint of caffe. Very well aged in the Bjørklund-cellar."
242,76390,Again a really very fine vintage port in all senses. 
243,76390,"Caramel, raisin, fig, prune, smoke, vanilla."
244,1189822,"While many prefer vintage or 20,30,40 year old tawny’s my favorite is by far colheita   Made only in the rarest of quality vintages you get the IMAX 3D expression of port wine   Dark amber in color with waves of hazelnut and apricot notes The mouthfeel is clearly fortified wine with a molasses thick consistency  On the palate is the warm prune, fig, hazelnut all rounded and smooth like no other wine  95pts"
245,1189822,"wow. almonds, sawdust, leather, dried fruit, on nose. dirt caramel color with a full mouth feel. same on taste with vanilla, butterscotch and caramel.  Very elegant."
246,1189822,This is drinking perfect right now!
